0,1,2
-2.2005981493553355,1.9754518863750428,-0.48846974680448346
-0.9002788584195822,2.0546536785721425,-0.49437609869896454
-1.226244190611445,1.4247419369787295,-0.9431190886330931
1.027913465922317,0.19431483126729143,-0.9083617975240298
1.2385544100244887,-0.20796464642818377,-1.2489880346550422
2.338557006438878,0.7300860141166964,-2.886558614943387
-1.7948159843007596,-1.497462447374214,-0.3301365648574013
-2.375821140904245,-2.2161441235623607,0.21576544062632674
-1.3148588048037904,1.8698658957156373,-0.7137626955272168
-1.9423909438245404,1.2644147401668082,-0.6971267349319512
-1.1597490948799543,1.721709105321841,-0.8286799974332679
1.5007053779783457,-0.10155399931901637,-0.8718541423766689
1.4696402215864088,-0.36579096854005927,-1.3352954903492538
3.134919668390417,-0.4365259707567219,-1.874660065190947
-1.4974852441427,-2.567761264612851,0.1890778213191889
-3.2515465098521332,-3.083933447547155,2.0640612231086717
-2.4002151719850744,0.8475989989570742,-0.3118342489421646
-2.7123314827758582,1.213658117093596,-0.7865192100537444
-2.24606182470155,2.342129920327419,-1.2191047670697222
1.851076375136857,-1.2056807261108324,-1.256873573420095
1.7210633214648972,-1.2981939601084456,-1.927287145749119
2.44769258532528,-0.7229578825786108,-1.6098749355298025
-0.9407381580272436,-1.6259858119704742,-0.8331671580662574
-1.8372902991649132,-0.855007269316549,0.08229227002505775
-2.252715926834324,1.9627562374075278,-0.6902425485942589
-2.1670511289217123,2.454985917286496,0.9003980394127201
-1.3756630584656329,1.5586373976837904,0.8750146147626341
2.4262501016679936,-1.1251531345098824,-0.9602712678464298
2.7291019878406013,-1.753932164290096,-1.0990216742695815
-1.165679932469554,-1.321102183982694,-0.5695449377895812
-2.735811692493605,-2.3647551969719656,0.30124827064390547
-2.4452108091688363,-2.29417384695723,0.284877446496866
-0.26978220267513514,2.3318217478949927,1.4049744932324753
1.7974808887368203,4.288336403429536,4.190180619351703
2.200835292029475,4.134145159129322,2.906265578385568
3.5138065068560858,-0.24693678719887982,-0.002035379018895897
6.080522076684913,-0.6013652946019031,1.7324294555108326
7.420700584784773,-0.9006959571588953,2.490280386354998
-0.8512833533455979,-2.296208809206949,1.2511039649846398
-1.8351959087450287,-3.2800220946199703,5.999196294059767
